time,distance_cmd,distance_odom,need_dist,error_cmd_vs_odom,error_odom_vs_need
1763546411.7584896,0.13137352466583252,0.0,0.28511446714401245,0.13137352466583252,-0.28511446714401245
1763546412.0229015,0.13220596313476562,0.0,0.30376994609832764,0.13220596313476562,-0.30376994609832764
1763546412.2979548,0.13752663135528564,0.0,0.2708171010017395,0.13752663135528564,-0.2708171010017395
1763546412.5745869,0.13831603527069092,0.0,0.23992586135864258,0.13831603527069092,-0.23992586135864258
1763546412.8460312,0.13572216033935547,0.0,0.2188844531774521,0.13572216033935547,-0.2188844531774521
1763546413.2410293,0.19749903678894043,0.0,0.17994239926338196,0.19749903678894043,-0.17994239926338196
1763546413.5107093,0.1348400115966797,0.0,0.17100642621517181,0.1348400115966797,-0.17100642621517181
1763546414.088438,0.2888643741607666,0.0,0.16093720495700836,0.2888643741607666,-0.16093720495700836
1763546414.3622332,0.13689756393432617,0.0,0.17659297585487366,0.13689756393432617,-0.17659297585487366
1763546414.6339087,0.13583779335021973,0.0,0.21555595099925995,0.13583779335021973,-0.21555595099925995
1763546414.9074857,0.1367884874343872,0.0,0.2255362570285797,0.1367884874343872,-0.2255362570285797
1763546415.219027,0.1557706594467163,0.0,0.22996719181537628,0.1557706594467163,-0.22996719181537628
1763546415.4838855,0.13242924213409424,0.0,0.2564915716648102,0.13242924213409424,-0.2564915716648102
1763546415.7430642,0.12958931922912598,0.0,0.27411898970603943,0.12958931922912598,-0.27411898970603943
1763546415.9970133,0.12697458267211914,0.0,0.3300316631793976,0.12697458267211914,-0.3300316631793976
1763546416.2623293,0.1326580047607422,0.0,0.35294172167778015,0.1326580047607422,-0.35294172167778015
1763546416.5197697,0.12872016429901123,0.0,0.35294172167778015,0.12872016429901123,-0.35294172167778015
1763546416.7714293,0.125829815864563,0.0,0.4007495641708374,0.125829815864563,-0.4007495641708374
1763546417.0329695,0.13077008724212646,0.0,0.3964136838912964,0.13077008724212646,-0.3964136838912964
1763546417.2847593,0.12589490413665771,0.0,0.4299651086330414,0.12589490413665771,-0.4299651086330414
1763546417.540524,0.12788236141204834,0.0,0.44292208552360535,0.12788236141204834,-0.44292208552360535
1763546417.8063447,0.1329103708267212,0.0,0.3757908046245575,0.1329103708267212,-0.3757908046245575
1763546418.0777864,0.1357208490371704,0.0,0.3333083987236023,0.1357208490371704,-0.3333083987236023
1763546418.343834,0.13302373886108398,0.0,0.27411898970603943,0.13302373886108398,-0.27411898970603943
1763546418.613716,0.1349409818649292,0.0,0.13962100446224213,0.1349409818649292,-0.13962100446224213
1763546422.55241,-1.9693470001220703,0.0,0.021324682980775833,-1.9693470001220703,-0.021324682980775833
1763546423.4043756,0.1869420216464583,0.0,-0.525886058807373,0.1869420216464583,0.525886058807373
1763546423.6761465,0.1350296543742909,0.0,-0.12685854732990265,0.1350296543742909,0.12685854732990265
1763546423.9194772,0.011650860087573572,0.0,-0.03438302129507065,0.011650860087573572,0.03438302129507065
1763546424.1652663,0.05215623095620803,0.0,-0.18403974175453186,0.05215623095620803,0.18403974175453186
1763546424.4161103,0.0,0.0,-0.12926694750785828,0.0,0.12926694750785828
1763546424.6671715,0.08569978323713391,0.0,-0.22876779735088348,0.08569978323713391,0.22876779735088348
